Data,À vista R$,À vista US$
2024-07-19,2.6564,0.4822
2024-07-26,2.5664,0.4562
2024-08-02,2.6022,0.4587
2024-08-09,2.6332,0.4686
2024-08-16,2.5977,0.4743
2024-08-23,2.5438,0.4639
2024-08-30,2.5561,0.4596
2024-09-06,2.5081,0.4468
2024-09-13,2.4061,0.4285
2024-09-20,2.42,0.4418
2024-09-27,2.4752,0.4524
2024-10-04,2.459,0.4505
2024-10-11,2.5159,0.4524
2024-10-18,2.5518,0.4514
2024-10-25,2.5598,0.4494
2024-11-01,2.6023,0.4504
2024-11-08,2.6025,0.4543
2024-11-14,2.6278,0.4547
2024-11-22,2.6287,0.4543
2024-11-29,2.6215,0.444
2024-12-06,2.6295,0.4346
2024-12-13,2.6259,0.4343
2024-12-20,2.6318,0.4302
2024-12-27,2.6449,0.4275
2025-01-03,2.6712,0.4325
2025-01-10,2.738,0.449
2025-01-17,2.7901,0.4606
2025-01-24,2.8141,0.4715
2025-01-31,2.8227,0.4806
2025-02-07,2.8337,0.4898
2025-02-14,2.8541,0.4957
2025-02-21,2.8503,0.4991
2025-02-28,2.8524,0.4911
2025-03-07,2.8406,0.4922
2025-03-14,2.8245,0.4868
2025-03-21,2.7572,0.4857
2025-03-28,2.7314,0.4758
2025-04-04,2.7398,0.4799
