Data,À vista R$,À vista US$
2012-07-17,2.79,1.38
2012-07-18,2.78,1.37
2012-07-19,2.8,1.39
2012-07-20,2.8,1.38
2012-07-23,2.8,1.37
2012-07-24,2.81,1.37
2012-07-25,2.86,1.4
2012-07-26,2.87,1.42
2012-07-27,2.88,1.42
2012-07-30,2.88,1.41
2012-07-31,2.88,1.41
2012-08-01,2.91,1.42
2012-08-02,2.9,1.41
2012-08-03,2.9,1.43
2012-08-06,2.98,1.47
2012-08-07,3.02,1.49
2012-08-08,3.09,1.53
2012-08-09,3.19,1.58
2012-08-10,3.2,1.59
2012-08-13,3.21,1.59
2012-08-14,3.27,1.61
2012-08-15,3.38,1.67
2012-08-16,3.39,1.68
2012-08-17,3.36,1.67
2012-08-20,3.36,1.67
2012-08-21,3.35,1.66
2012-08-22,3.31,1.64
2012-08-23,3.32,1.64
2012-08-24,3.31,1.64
2012-08-27,3.34,1.64
2012-08-28,3.35,1.64
2012-08-29,3.31,1.62
2012-08-30,3.3,1.61
2012-08-31,3.26,1.61
2012-09-03,3.25,1.6
2012-09-04,3.3,1.62
2012-09-05,3.26,1.6
2012-09-06,3.29,1.62
2012-09-10,3.35,1.65
2012-09-11,3.35,1.66
2012-09-12,3.39,1.67
2012-09-13,3.4,1.68
2012-09-14,3.39,1.68
2012-09-17,3.38,1.67
2012-09-18,3.38,1.67
2012-09-19,3.39,1.67
2012-09-20,3.38,1.67
2012-09-21,3.34,1.65
2012-09-24,3.33,1.64
2012-09-25,3.32,1.64
2012-09-26,3.3,1.62
2012-09-27,3.3,1.62
2012-09-28,3.28,1.62
2012-10-01,3.25,1.6
2012-10-02,3.27,1.61
2012-10-03,3.27,1.62
2012-10-04,3.36,1.66
2012-10-05,3.35,1.65
2012-10-08,3.34,1.65
2012-10-09,3.34,1.64
2012-10-10,3.33,1.63
2012-10-11,3.34,1.64
2012-10-15,3.37,1.66
2012-10-16,3.37,1.66
2012-10-17,3.34,1.64
2012-10-19,3.33,1.64
2012-10-22,3.32,1.64
2012-10-23,3.32,1.64
2012-10-24,3.37,1.66
2012-10-25,3.38,1.67
2012-10-26,3.37,1.66
2012-10-29,3.35,1.65
2012-10-30,3.32,1.63
2012-10-31,3.32,1.64
2012-11-01,3.32,1.63
2012-11-05,3.3,1.62
2012-11-06,3.31,1.63
2012-11-07,3.32,1.63
2012-11-08,3.32,1.63
2012-11-09,3.33,1.63
2012-11-12,3.33,1.62
2012-11-13,3.31,1.6
2012-11-14,3.35,1.62
2012-11-16,3.39,1.63
2012-11-19,3.4,1.64
2012-11-20,3.44,1.65
2012-11-21,3.47,1.66
2012-11-22,3.61,1.72
2012-11-23,3.63,1.74
2012-11-26,3.65,1.75
2012-11-27,3.64,1.75
2012-11-28,3.72,1.78
2012-11-29,3.72,1.77
2012-11-30,3.71,1.74
2012-12-03,3.71,1.75
2012-12-04,3.75,1.77
2012-12-05,3.77,1.8
2012-12-06,3.79,1.82
2012-12-07,3.8,1.82
2012-12-10,3.82,1.84
2012-12-11,3.86,1.86
2012-12-12,3.85,1.86
2012-12-13,3.84,1.84
2012-12-14,3.84,1.84
2012-12-17,3.84,1.83
2012-12-18,3.91,1.87
2012-12-19,3.91,1.89
2012-12-20,3.91,1.9
2012-12-21,3.93,1.9
2012-12-26,3.94,1.92
2012-12-27,3.91,1.91
2012-12-28,3.89,1.9
2013-01-02,3.91,1.91
2013-01-03,3.98,1.95
2013-01-04,4.01,1.97
2013-01-07,4.01,1.97
2013-01-08,4.04,1.98
2013-01-09,3.96,1.94
2013-01-10,3.96,1.95
2013-01-11,3.96,1.94
2013-01-14,3.9,1.92
2013-01-15,3.9,1.92
2013-01-16,3.89,1.9
2013-01-17,3.93,1.92
2013-01-18,3.89,1.9
2013-01-21,3.87,1.9
2013-01-22,3.85,1.88
2013-01-23,3.82,1.87
2013-01-24,3.82,1.88
2013-01-25,3.84,1.89
2013-01-28,3.84,1.92
2013-01-29,3.83,1.93
2013-01-30,3.74,1.88
2013-01-31,3.74,1.88
2013-02-01,3.74,1.88
2013-02-04,3.69,1.85
2013-02-05,3.68,1.85
2013-02-06,3.69,1.86
2013-02-07,3.69,1.87
2013-02-08,3.81,1.93
2013-02-13,3.81,1.94
2013-02-14,3.86,1.97
2013-02-15,3.88,1.97
2013-02-18,3.9,1.99
2013-02-19,3.88,1.98
2013-02-20,3.88,1.98
2013-02-21,3.95,2.0
2013-02-22,3.95,2.0
2013-02-25,3.95,2.0
2013-02-26,3.87,1.95
2013-02-27,3.77,1.91
2013-02-28,3.76,1.9
2013-03-01,3.76,1.9
2013-03-04,3.76,1.9
2013-03-05,3.75,1.91
2013-03-06,3.85,1.96
2013-03-07,3.86,1.97
2013-03-08,3.86,1.98
2013-03-11,3.85,1.97
2013-03-12,3.85,1.96
2013-03-13,3.85,1.95
2013-03-14,3.84,1.94
2013-03-15,3.82,1.93
2013-03-18,3.85,1.94
2013-03-19,3.82,1.92
2013-03-20,3.65,1.83
2013-03-21,3.65,1.82
2013-03-22,3.66,1.82
2013-03-25,3.64,1.81
2013-03-26,3.63,1.8
2013-03-27,3.63,1.81
2013-03-28,3.61,1.79
2013-04-01,3.65,1.81
2013-04-02,3.68,1.82
2013-04-03,3.61,1.78
2013-04-04,3.61,1.79
2013-04-05,3.61,1.82
2013-04-08,3.61,1.81
2013-04-09,3.61,1.82
2013-04-10,3.42,1.73
2013-04-11,3.41,1.72
2013-04-12,3.46,1.76
2013-04-15,3.45,1.73
2013-04-16,3.43,1.72
2013-04-17,3.38,1.69
2013-04-18,3.36,1.67
2013-04-19,3.28,1.63
2013-04-22,3.26,1.61
2013-04-23,3.25,1.61
2013-04-24,3.19,1.58
2013-04-25,3.17,1.58
2013-04-26,3.16,1.58
2013-04-29,3.15,1.57
2013-04-30,3.12,1.56
2013-05-02,3.16,1.57
2013-05-03,3.18,1.58
2013-05-06,3.18,1.58
2013-05-07,3.06,1.53
2013-05-08,3.01,1.5
2013-05-09,2.99,1.49
2013-05-10,3.01,1.48
2013-05-13,3.01,1.5
2013-05-14,2.97,1.47
2013-05-15,3.04,1.5
2013-05-16,3.04,1.5
2013-05-17,3.08,1.51
2013-05-20,3.06,1.5
2013-05-21,2.94,1.44
2013-05-22,2.89,1.41
2013-05-23,2.89,1.41
2013-05-24,2.89,1.41
2013-05-27,2.89,1.41
2013-05-28,2.91,1.4
2013-05-29,2.91,1.38
2013-05-31,2.91,1.36
2013-06-03,2.92,1.37
2013-06-04,2.87,1.34
2013-06-05,2.85,1.34
2013-06-06,2.85,1.34
2013-06-07,2.85,1.33
2013-06-10,2.85,1.33
2013-06-11,2.85,1.33
2013-06-12,2.86,1.33
2013-06-13,2.86,1.34
2013-06-14,2.87,1.34
2013-06-17,2.87,1.32
2013-06-18,2.86,1.31
2013-06-19,2.89,1.31
2013-06-20,2.88,1.27
2013-06-21,2.88,1.28
2013-06-24,2.88,1.29
2013-06-25,2.87,1.3
2013-06-26,2.94,1.34
2013-06-27,2.93,1.33
2013-06-28,2.93,1.31
2013-07-01,2.95,1.32
2013-07-02,2.95,1.31
2013-07-03,2.95,1.3
2013-07-04,2.98,1.32
2013-07-05,2.98,1.32
2013-07-08,2.99,1.32
2013-07-09,3.02,1.33
2013-07-10,3.14,1.38
2013-07-11,3.15,1.4
2013-07-12,3.15,1.39
2013-07-15,3.13,1.4
2013-07-16,3.13,1.39
2013-07-17,3.08,1.38
2013-07-18,3.0,1.35
2013-07-19,2.99,1.34
2013-07-22,2.99,1.34
2013-07-23,2.98,1.34
2013-07-24,2.97,1.32
2013-07-25,2.95,1.31
2013-07-26,2.95,1.31
2013-07-29,2.99,1.32
2013-07-30,2.96,1.3
2013-07-31,2.96,1.3
2013-08-01,2.97,1.29
2013-08-02,2.97,1.3
2013-08-05,2.97,1.29
2013-08-06,2.97,1.29
2013-08-07,3.08,1.33
2013-08-08,3.09,1.35
2013-08-09,3.06,1.35
2013-08-12,3.07,1.34
2013-08-13,3.07,1.33
2013-08-14,3.14,1.35
2013-08-15,3.16,1.35
2013-08-16,3.16,1.32
2013-08-19,3.16,1.31
2013-08-20,3.31,1.38
2013-08-21,3.31,1.36
2013-08-22,3.31,1.36
2013-08-23,3.31,1.4
2013-08-26,3.26,1.37
2013-08-27,3.27,1.38
2013-08-28,3.24,1.38
2013-08-29,3.2,1.35
2013-08-30,3.26,1.37
2013-09-02,3.4,1.43
2013-09-03,3.57,1.51
2013-09-04,3.64,1.54
2013-09-05,3.85,1.66
2013-09-06,3.87,1.68
2013-09-09,3.89,1.71
2013-09-10,4.08,1.78
2013-09-11,4.13,1.82
2013-09-12,4.13,1.82
2013-09-13,4.11,1.8
2013-09-16,4.1,1.8
2013-09-17,4.11,1.82
2013-09-18,4.13,1.88
2013-09-19,4.13,1.88
2013-09-20,4.15,1.87
2013-09-23,4.03,1.83
2013-09-24,4.04,1.84
2013-09-25,4.01,1.8
2013-09-26,4.0,1.78
2013-09-27,4.01,1.78
2013-09-30,4.01,1.81
2013-10-01,3.99,1.79
2013-10-02,3.94,1.79
2013-10-03,3.92,1.78
2013-10-04,3.94,1.78
2013-10-07,3.9,1.77
2013-10-08,3.93,1.78
2013-10-09,3.92,1.78
2013-10-10,3.96,1.82
2013-10-11,3.96,1.82
2013-10-14,4.01,1.84
2013-10-15,3.97,1.82
2013-10-16,4.0,1.84
2013-10-17,3.94,1.82
2013-10-18,4.0,1.84
2013-10-21,3.8,1.74
2013-10-22,3.75,1.72
2013-10-23,3.69,1.69
2013-10-24,3.77,1.71
2013-10-25,3.77,1.72
2013-10-28,3.79,1.74
2013-10-29,3.62,1.66
2013-10-30,3.6,1.64
2013-10-31,3.6,1.61
2013-11-01,3.54,1.57
2013-11-04,3.58,1.59
2013-11-05,3.58,1.56
2013-11-06,3.55,1.56
2013-11-07,3.44,1.49
2013-11-08,3.44,1.49
2013-11-11,3.44,1.47
2013-11-12,3.48,1.49
2013-11-13,3.52,1.51
2013-11-14,3.53,1.52
2013-11-18,3.56,1.57
2013-11-19,3.58,1.57
2013-11-20,3.65,1.6
2013-11-21,3.69,1.6
2013-11-22,3.68,1.61
2013-11-25,3.7,1.62
2013-11-26,3.65,1.59
2013-11-27,3.65,1.57
2013-11-28,3.65,1.57
2013-11-29,3.65,1.56
2013-12-02,3.65,1.55
2013-12-03,3.75,1.58
2013-12-04,3.72,1.56
2013-12-05,3.76,1.59
2013-12-06,3.75,1.61
2013-12-09,3.69,1.59
2013-12-10,3.72,1.61
2013-12-11,3.72,1.59
2013-12-12,3.75,1.6
2013-12-13,3.75,1.61
2013-12-16,3.75,1.61
2013-12-17,3.75,1.62
2013-12-18,3.74,1.6
2013-12-19,3.74,1.59
2013-12-20,3.74,1.57
2013-12-23,3.67,1.55
2013-12-26,3.63,1.54
2013-12-27,3.63,1.55
2013-12-30,3.66,1.55
2014-01-02,3.72,1.56
2014-01-03,3.72,1.57
2014-01-06,3.81,1.6
2014-01-07,3.81,1.6
2014-01-08,3.79,1.59
2014-01-09,3.79,1.58
2014-01-10,3.79,1.6
2014-01-13,3.77,1.6
2014-01-14,3.72,1.58
2014-01-15,3.55,1.51
2014-01-16,3.53,1.49
2014-01-17,3.48,1.48
2014-01-20,3.45,1.47
2014-01-21,3.49,1.48
2014-01-22,3.46,1.46
2014-01-23,3.43,1.43
2014-01-24,3.35,1.4
2014-01-27,3.43,1.42
2014-01-28,3.38,1.39
2014-01-29,3.31,1.36
2014-01-30,3.27,1.35
2014-01-31,3.27,1.35
2014-02-03,3.16,1.3
2014-02-04,3.2,1.33
2014-02-05,3.2,1.33
2014-02-06,3.2,1.34
2014-02-07,3.25,1.37
2014-02-10,3.25,1.35
2014-02-11,3.22,1.34
2014-02-12,3.24,1.34
2014-02-13,3.19,1.33
2014-02-14,3.2,1.34
2014-02-17,3.19,1.34
2014-02-18,3.22,1.35
2014-02-19,3.22,1.35
2014-02-20,3.22,1.36
2014-02-21,3.22,1.37
2014-02-24,3.22,1.37
2014-02-25,3.25,1.39
2014-02-26,3.31,1.41
2014-02-27,3.34,1.44
2014-02-28,3.34,1.43
2014-03-05,3.32,1.43
2014-03-06,3.36,1.45
2014-03-07,3.36,1.43
2014-03-10,3.39,1.44
2014-03-11,3.49,1.48
2014-03-12,3.52,1.49
2014-03-13,3.57,1.51
2014-03-14,3.57,1.52
2014-03-17,3.58,1.52
2014-03-18,3.54,1.51
2014-03-19,3.57,1.52
2014-03-20,3.61,1.55
2014-03-21,3.61,1.55
2014-03-24,3.59,1.55
2014-03-25,3.58,1.55
2014-03-26,3.54,1.53
2014-03-27,3.56,1.57
2014-03-28,3.54,1.56
2014-03-31,3.54,1.56
2014-04-01,3.54,1.56
2014-04-02,3.45,1.52
2014-04-03,3.45,1.51
2014-04-04,3.41,1.52
2014-04-07,3.39,1.53
2014-04-08,3.45,1.56
2014-04-09,3.36,1.53
2014-04-10,3.34,1.52
2014-04-11,3.35,1.51
2014-04-14,3.35,1.51
2014-04-15,3.39,1.52
2014-04-16,3.38,1.51
2014-04-17,3.35,1.5
2014-04-22,3.39,1.51
2014-04-23,3.3,1.48
2014-04-24,3.28,1.48
2014-04-25,3.29,1.47
2014-04-28,3.29,1.48
2014-04-29,3.18,1.42
2014-04-30,3.2,1.43
2014-05-02,3.19,1.44
2014-05-05,3.17,1.41
2014-05-06,3.21,1.44
2014-05-07,3.22,1.45
2014-05-08,3.27,1.48
2014-05-09,3.23,1.46
2014-05-12,3.25,1.46
2014-05-13,3.31,1.49
2014-05-14,3.31,1.5
2014-05-15,3.31,1.49
2014-05-16,3.31,1.5
2014-05-19,3.34,1.51
2014-05-20,3.3,1.49
2014-05-21,3.29,1.49
2014-05-22,3.27,1.48
2014-05-23,3.25,1.46
2014-05-26,3.25,1.46
2014-05-27,3.19,1.42
2014-05-28,3.1,1.39
2014-05-29,3.06,1.38
2014-05-30,3.03,1.35
2014-06-02,2.95,1.3
2014-06-03,3.01,1.32
2014-06-04,3.01,1.32
2014-06-05,2.99,1.32
2014-06-06,3.04,1.35
2014-06-09,3.11,1.4
2014-06-10,3.12,1.4
2014-06-11,3.12,1.4
2014-06-12,3.12,1.4
2014-06-13,3.12,1.4
2014-06-16,3.13,1.4
2014-06-17,3.16,1.4
2014-06-18,3.16,1.42
2014-06-20,3.15,1.41
2014-06-23,3.18,1.43
2014-06-24,3.22,1.45
2014-06-25,3.24,1.47
2014-06-26,3.24,1.47
2014-06-27,3.26,1.48
2014-06-30,3.22,1.46
2014-07-01,3.18,1.44
2014-07-02,3.18,1.43
2014-07-03,3.18,1.44
2014-07-04,3.19,1.44
2014-07-07,3.2,1.44
2014-07-08,3.27,1.48
2014-07-10,3.17,1.43
2014-07-11,3.17,1.43
2014-07-14,3.13,1.41
2014-07-15,3.13,1.41
2014-07-16,3.07,1.38
2014-07-17,3.12,1.39
2014-07-18,3.06,1.37
2014-07-21,3.06,1.38
2014-07-22,3.05,1.38
2014-07-23,3.04,1.37
2014-07-24,3.04,1.37
2014-07-25,3.04,1.36
2014-07-28,3.08,1.39
2014-07-29,3.03,1.36
2014-07-30,3.03,1.35
2014-07-31,3.02,1.33
2014-08-01,3.02,1.34
2014-08-04,2.97,1.31
2014-08-05,3.01,1.32
2014-08-06,3.01,1.32
2014-08-07,3.01,1.31
2014-08-08,3.01,1.32
2014-08-11,3.04,1.34
2014-08-12,3.1,1.36
2014-08-13,3.18,1.39
2014-08-14,3.2,1.41
2014-08-15,3.32,1.47
2014-08-18,3.38,1.5
2014-08-19,3.48,1.55
2014-08-20,3.49,1.54
2014-08-21,3.49,1.54
2014-08-22,3.49,1.53
2014-08-25,3.49,1.53
2014-08-26,3.39,1.5
2014-08-27,3.36,1.49
2014-08-28,3.38,1.51
2014-08-29,3.37,1.5
2014-09-01,3.38,1.51
2014-09-02,3.38,1.51
2014-09-03,3.47,1.55
2014-09-04,3.47,1.55
2014-09-05,3.47,1.55
2014-09-08,3.54,1.56
2014-09-09,3.59,1.57
2014-09-10,3.65,1.59
2014-09-11,3.67,1.6
2014-09-12,3.68,1.57
2014-09-15,3.72,1.59
2014-09-16,3.72,1.6
2014-09-17,3.72,1.58
2014-09-18,3.7,1.56
2014-09-19,3.7,1.56
2014-09-22,3.66,1.53
2014-09-23,3.66,1.52
2014-09-24,3.54,1.48
2014-09-25,3.54,1.46
2014-09-26,3.54,1.47
2014-09-29,3.55,1.45
2014-09-30,3.55,1.45
2014-10-01,3.55,1.43
2014-10-02,3.53,1.42
2014-10-03,3.53,1.43
2014-10-06,3.77,1.55
2014-10-07,3.72,1.55
2014-10-08,3.75,1.57
2014-10-09,3.74,1.57
2014-10-10,3.74,1.55
2014-10-13,3.75,1.57
2014-10-14,3.75,1.56
2014-10-15,3.75,1.54
2014-10-16,3.75,1.52
2014-10-17,3.75,1.54
2014-10-20,3.7,1.5
2014-10-21,3.73,1.51
2014-10-22,3.69,1.48
2014-10-23,3.68,1.47
2014-10-24,3.72,1.51
2014-10-27,3.75,1.48
2014-10-28,3.7,1.5
2014-10-29,3.66,1.48
2014-10-30,3.64,1.51
2014-10-31,3.62,1.46
2014-11-03,3.64,1.45
2014-11-04,3.65,1.45
2014-11-05,3.65,1.45
2014-11-06,3.66,1.44
2014-11-07,3.66,1.43
2014-11-10,3.7,1.45
2014-11-11,3.72,1.45
2014-11-12,3.72,1.45
2014-11-13,3.72,1.43
2014-11-14,3.72,1.43
2014-11-17,3.72,1.43
2014-11-18,3.71,1.43
2014-11-19,3.7,1.43
2014-11-20,3.7,1.44
2014-11-21,3.68,1.46
2014-11-24,3.73,1.46
2014-11-25,3.72,1.47
2014-11-26,3.71,1.48
2014-11-27,3.71,1.47
2014-11-28,3.73,1.45
2014-12-01,3.7,1.45
2014-12-02,3.68,1.43
2014-12-03,3.68,1.44
2014-12-04,3.56,1.38
2014-12-05,3.56,1.37
2014-12-08,3.56,1.36
2014-12-09,3.49,1.34
2014-12-10,3.47,1.33
2014-12-11,3.41,1.29
2014-12-12,3.41,1.28
2014-12-15,3.5,1.3
2014-12-16,3.44,1.26
2014-12-17,3.43,1.27
2014-12-18,3.43,1.29
2014-12-19,3.47,1.31
2014-12-22,3.48,1.31
2014-12-23,3.38,1.25
2014-12-29,3.58,1.32
2014-12-30,3.58,1.35
2015-01-02,3.58,1.33
2015-01-05,3.68,1.35
2015-01-06,3.59,1.33
2015-01-07,3.64,1.34
2015-01-08,3.62,1.36
2015-01-09,3.62,1.37
2015-01-12,3.5,1.31
2015-01-13,3.52,1.34
2015-01-14,3.43,1.31
2015-01-15,3.42,1.3
2015-01-16,3.42,1.3
2015-01-19,3.4,1.28
2015-01-20,3.35,1.28
2015-01-21,3.28,1.26
2015-01-22,3.28,1.27
2015-01-23,3.28,1.27
2015-01-26,3.3,1.28
2015-01-27,3.3,1.28
2015-01-28,3.27,1.27
2015-01-29,3.27,1.25
2015-01-30,3.22,1.2
2015-02-02,3.22,1.19
2015-02-03,3.28,1.22
2015-02-04,3.28,1.19
2015-02-05,3.33,1.21
2015-02-06,3.33,1.2
2015-02-09,3.46,1.24
2015-02-10,3.53,1.25
2015-02-11,3.53,1.23
2015-02-12,3.54,1.25
2015-02-13,3.54,1.25
2015-02-18,3.54,1.24
2015-02-19,3.52,1.23
2015-02-20,3.52,1.23
2015-02-23,3.51,1.22
2015-02-24,3.52,1.24
2015-02-25,3.57,1.24
2015-02-26,3.55,1.23
2015-02-27,3.54,1.24
2015-03-02,3.56,1.23
2015-03-03,3.54,1.21
2015-03-04,3.51,1.18
2015-03-05,3.51,1.17
2015-03-06,3.51,1.15
2015-03-09,3.51,1.12
2015-03-10,3.5,1.13
2015-03-11,3.49,1.12
2015-03-12,3.49,1.11
2015-03-13,3.49,1.07
2015-03-16,3.47,1.07
2015-03-17,3.47,1.07
2015-03-18,3.46,1.08
2015-03-19,3.46,1.05
2015-03-20,3.46,1.07
2015-03-23,3.36,1.07
2015-03-24,3.36,1.08
2015-03-25,3.36,1.05
2015-03-26,3.3,1.04
2015-03-27,3.3,1.02
2015-03-30,3.35,1.04
2015-03-31,3.38,1.06
2015-04-01,3.37,1.06
2015-04-02,3.37,1.08
2015-04-06,3.38,1.08
2015-04-07,3.39,1.09
2015-04-08,3.39,1.11
2015-04-09,3.39,1.1
2015-04-10,3.39,1.1
2015-04-13,3.34,1.07
2015-04-15,3.32,1.09
2015-04-16,3.32,1.1
2015-04-17,3.32,1.09
2015-04-20,3.31,1.09
2015-04-22,3.3,1.1
2015-04-23,3.3,1.11
2015-04-24,3.29,1.11
2015-04-27,3.34,1.14
2015-04-28,3.35,1.14
2015-04-29,3.36,1.14
2015-04-30,3.36,1.12
2015-05-04,3.37,1.09
2015-05-05,3.39,1.1
2015-05-06,3.39,1.11
2015-05-07,3.43,1.13
2015-05-08,3.42,1.15
2015-05-11,3.49,1.14
2015-05-12,3.49,1.15
2015-05-13,3.48,1.15
2015-05-14,3.48,1.16
2015-05-15,3.48,1.16
2015-05-18,3.41,1.13
2015-05-19,3.35,1.1
2015-05-20,3.31,1.1
2015-05-21,3.31,1.09
2015-05-22,3.31,1.07
2015-05-25,3.28,1.06
2015-05-26,3.21,1.02
2015-05-27,3.13,1.0
2015-05-28,3.13,0.99
2015-05-29,3.12,0.98
2015-06-01,3.16,0.99
2015-06-02,3.22,1.03
2015-06-03,3.22,1.03
2015-06-05,3.22,1.02
2015-06-08,3.45,1.11
2015-06-09,3.45,1.11
2015-06-10,3.45,1.11
2015-06-11,3.45,1.11
2015-06-12,3.45,1.11
2015-06-15,3.46,1.11
2015-06-16,3.48,1.13
2015-06-17,3.48,1.14
2015-06-18,3.48,1.14
2015-06-19,3.47,1.12
2015-06-22,3.45,1.12
2015-06-23,3.44,1.12
2015-06-24,3.43,1.11
2015-06-25,3.43,1.1
2015-06-26,3.43,1.1
2015-06-29,3.42,1.1
2015-06-30,3.4,1.09
2015-07-01,3.38,1.08
2015-07-02,3.38,1.09
2015-07-03,3.38,1.08
2015-07-06,3.42,1.09
2015-07-07,3.42,1.07
2015-07-08,3.44,1.07
2015-07-09,3.4,1.06
2015-07-10,3.46,1.09
2015-07-13,3.46,1.1
2015-07-14,3.41,1.09
2015-07-15,3.38,1.08
2015-07-16,3.38,1.07
2015-07-17,3.38,1.06
2015-07-20,3.43,1.07
2015-07-21,3.43,1.08
2015-07-22,3.38,1.05
2015-07-23,3.35,1.02
2015-07-24,3.35,1.0
2015-07-27,3.36,1.0
2015-07-28,3.33,0.99
2015-07-29,3.33,1.0
2015-07-30,3.34,0.99
2015-07-31,3.34,0.98
2015-08-03,3.37,0.98
2015-08-04,3.43,0.99
2015-08-05,3.43,0.98
2015-08-06,3.49,0.99
2015-08-07,3.49,0.99
2015-08-10,3.49,1.01
2015-08-11,3.53,1.01
2015-08-12,3.53,1.02
2015-08-13,3.52,1.0
2015-08-14,3.52,1.01
2015-08-17,3.52,1.01
2015-08-18,3.51,1.01
2015-08-19,3.51,1.01
2015-08-20,3.53,1.02
2015-08-21,3.53,1.01
2015-08-24,3.52,0.99
2015-08-25,3.51,0.98
2015-08-26,3.5,0.97
2015-08-27,3.5,0.98
2015-08-28,3.49,0.97
2015-08-31,3.52,0.97
2015-09-01,3.57,0.97
2015-09-02,3.66,0.98
2015-09-03,3.66,0.97
2015-09-04,3.66,0.95
2015-09-08,3.84,1.01
2015-09-09,3.84,1.01
2015-09-10,3.86,1.0
2015-09-11,4.0,1.03
2015-09-14,4.0,1.05
2015-09-15,4.03,1.05
2015-09-16,4.08,1.06
2015-09-17,4.08,1.06
2015-09-18,4.08,1.03
2015-09-21,4.21,1.06
2015-09-22,4.18,1.03
2015-09-23,4.16,1.01
2015-09-24,4.16,1.03
2015-09-25,4.15,1.05
2015-09-28,4.19,1.03
2015-09-29,4.04,0.99
2015-09-30,4.05,1.02
2015-10-01,4.0,1.0
2015-10-02,4.0,1.01
2015-10-05,4.17,1.07
2015-10-06,4.08,1.06
2015-10-07,4.15,1.07
2015-10-08,4.13,1.08
2015-10-09,4.15,1.11
2015-10-13,4.14,1.07
2015-10-14,4.23,1.11
2015-10-15,4.23,1.11
2015-10-16,4.29,1.12
2015-10-19,4.24,1.09
2015-10-20,4.18,1.07
2015-10-21,4.07,1.03
2015-10-22,4.07,1.04
2015-10-23,4.05,1.04
2015-10-26,4.0,1.02
2015-10-27,4.07,1.04
2015-10-28,4.06,1.03
2015-10-29,4.06,1.05
2015-10-30,4.06,1.05
2015-11-03,4.06,1.08
2015-11-04,4.09,1.08
2015-11-05,4.09,1.08
2015-11-06,4.05,1.07
2015-11-09,4.12,1.08
2015-11-10,4.13,1.09
2015-11-11,4.13,1.1
2015-11-12,4.18,1.11
2015-11-13,4.18,1.09
2015-11-16,4.18,1.1
2015-11-17,4.12,1.08
2015-11-18,4.07,1.08
2015-11-19,4.07,1.09
2015-11-20,4.06,1.1
2015-11-23,4.06,1.09
2015-11-24,4.06,1.1
2015-11-25,4.06,1.08
2015-11-26,4.07,1.09
2015-11-27,4.07,1.07
2015-11-30,4.07,1.05
2015-12-01,4.07,1.05
2015-12-02,4.11,1.07
2015-12-03,4.11,1.1
2015-12-04,4.11,1.1
2015-12-07,4.12,1.09
2015-12-08,4.12,1.08
2015-12-09,4.15,1.11
2015-12-10,4.23,1.11
2015-12-11,4.23,1.09
2015-12-14,4.15,1.07
2015-12-15,4.16,1.07
2015-12-16,4.16,1.06
2015-12-17,4.13,1.06
2015-12-18,4.11,1.04
2015-12-21,4.09,1.02
2015-12-22,4.08,1.02
2015-12-23,4.13,1.05
2015-12-28,4.17,1.08
2015-12-29,4.17,1.07
2015-12-30,4.16,1.05
2016-01-04,4.06,1.0
2016-01-05,4.09,1.02
2016-01-06,4.05,1.01
2016-01-07,4.09,1.01
2016-01-08,4.09,1.01
2016-01-11,3.94,0.97
2016-01-12,3.92,0.97
2016-01-13,3.93,0.98
2016-01-14,3.86,0.97
2016-01-15,3.86,0.95
2016-01-18,3.85,0.96
2016-01-19,3.85,0.95
2016-01-20,3.84,0.93
2016-01-21,3.81,0.92
2016-01-22,3.81,0.93
2016-01-25,3.8,0.93
2016-01-26,3.78,0.93
2016-01-27,3.79,0.93
2016-01-28,3.79,0.93
2016-01-29,3.79,0.94
2016-02-01,3.77,0.95
2016-02-02,3.74,0.94
2016-02-03,3.76,0.96
2016-02-04,3.76,0.97
2016-02-05,3.78,0.97
2016-02-10,3.85,0.98
2016-02-11,3.99,1.0
2016-02-12,3.95,0.99
2016-02-15,3.97,0.99
2016-02-16,4.07,1.0
2016-02-17,4.06,1.02
2016-02-18,4.09,1.01
2016-02-19,4.09,1.01
2016-02-22,4.14,1.05
2016-02-23,4.14,1.05
2016-02-24,4.12,1.04
2016-02-25,4.11,1.04
2016-02-26,4.09,1.02
2016-02-29,4.07,1.02
2016-03-01,4.02,1.02
2016-03-02,3.93,1.01
2016-03-03,3.93,1.03
2016-03-04,3.93,1.04
2016-03-07,3.91,1.03
2016-03-08,3.88,1.03
2016-03-09,3.89,1.05
2016-03-10,3.89,1.07
2016-03-11,3.89,1.08
2016-03-14,3.87,1.06
2016-03-15,3.87,1.03
2016-03-16,3.81,1.02
2016-03-17,3.81,1.05
2016-03-18,3.73,1.04
2016-03-21,3.73,1.03
2016-03-22,3.73,1.04
2016-03-23,3.71,1.01
2016-03-24,3.73,1.01
2016-03-28,3.73,1.03
2016-03-29,3.73,1.03
2016-03-30,3.76,1.04
2016-03-31,3.76,1.04
2016-04-01,3.76,1.05
2016-04-04,3.69,1.02
2016-04-05,3.72,1.01
2016-04-06,3.7,1.01
2016-04-07,3.72,1.01
2016-04-08,3.64,1.01
2016-04-11,3.65,1.04
2016-04-12,3.65,1.04
2016-04-13,3.65,1.05
2016-04-14,3.64,1.05
2016-04-15,3.59,1.02
2016-04-18,3.59,1.0
